Date,Bar Name,Alcohol Type,Brand Name,Consumed (ml),Purchase (ml),Opening Balance (ml),Closing Balance (ml),Next_Day_Consumption,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,IsHolidaySeason,Consumption_Lag_1,Purchase_Lag_1,Consumption_Lag_2,Purchase_Lag_2,Consumption_Lag_3,Purchase_Lag_3,Consumption_Lag_7,Purchase_Lag_7,Consumption_Lag_14,Purchase_Lag_14,Consumption_Mean_3,Consumption_Std_3,Consumption_Max_3,Consumption_Mean_7,Consumption_Std_7,Consumption_Max_7,Consumption_Mean_14,Consumption_Std_14,Consumption_Max_14,Inventory_Ratio,Stockout_Risk,Inventory_Turnover,Inventory_Usage_Rate,Alcohol_Beer,Alcohol_Rum,Alcohol_Vodka,Alcohol_Whiskey,Alcohol_Wine,Bar_Anderson's Bar,Bar_Brown's Bar,Bar_Johnson's Bar,Bar_Smith's Bar,Bar_Taylor's Bar,Bar_Thomas's Bar,Brand_Popularity,Bar_Brand_Popularity,Consumption_Trend_7d
2023-08-04,Brown's Bar,Beer,Heineken,566.54,0.0,2400.53,1833.99,445.85,4,4,8,31,0,0,172.65,0.0,198.76,0.0,577.25,0.0,519.54,0.0,537.02,0.0,312.65000000000003,220.26241644910735,566.54,425.95142857142855,169.38037336407177,577.25,421.5714285714285,142.12773008579518,577.25,3.2314726715297604,4.30563176217275,0.23590794202029536,0.23590794202029536,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-25.28500000000001
2023-08-12,Brown's Bar,Beer,Heineken,445.85,0.0,1833.99,1388.14,0.0,5,12,8,32,1,0,566.54,0.0,172.65,0.0,198.76,0.0,514.88,1278.08,171.5,0.0,395.0133333333333,201.8058671925406,566.54,416.09000000000003,165.30032929993408,577.25,441.16785714285714,122.56277544925358,577.25,3.1065010629965313,3.336153236078733,0.24297135134251413,0.24297135134251413,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-10.448928571428569
2023-08-15,Brown's Bar,Beer,Heineken,0.0,0.0,1388.14,1388.14,102.94,1,15,8,33,0,0,445.85,0.0,566.54,0.0,172.65,0.0,455.44,0.0,509.28,0.0,337.46333333333337,298.41689803584063,566.54,351.02714285714285,225.79320595877738,577.25,404.7907142857143,167.9617410403235,577.25,1388.14,3.9545090123270894,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-49.40857142857144
2023-08-26,Brown's Bar,Beer,Heineken,102.94,0.0,1388.14,1285.2,540.62,5,26,8,34,1,0,0.0,0.0,445.85,0.0,566.54,0.0,496.14,510.94,460.84,0.0,182.93000000000006,233.44026152315706,445.85,294.85571428571427,232.48595461928042,577.25,379.2264285714285,185.1335853089348,577.25,12.364825861073697,4.358742048168838,0.07410340210489942,0.07410340210489942,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-55.25892857142858
2023-08-30,Brown's Bar,Beer,Heineken,540.62,0.0,1285.2,744.580000000001,326.98,2,30,8,35,0,0,102.94,0.0,0.0,0.0,445.85,0.0,577.25,0.0,439.96,0.0,214.52,287.0628300564181,540.62,289.62285714285713,225.37383260664834,566.54,386.4164285714286,189.57510184649743,577.25,1.3747276688453176,2.570860626627736,0.4203234333696159,0.4203234333696159,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,11.415000000000006
2023-09-14,Brown's Bar,Beer,Heineken,326.98,1256.12,744.580000000001,1673.72,581.23,3,14,9,37,0,0,540.62,0.0,102.94,0.0,0.0,0.0,198.76,0.0,345.04,0.0,323.5133333333334,218.86059246317808,540.62,307.94,221.94258258988222,566.54,385.12642857142856,189.93940995879314,577.25,5.103116043661199,5.435214652204975,0.43855790123125565,0.43855790123125565,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,2.437142857142894
2023-09-17,Brown's Bar,Beer,Heineken,581.23,0.0,1673.72,1092.49,190.78,6,17,9,37,1,0,326.98,1256.12,540.62,0.0,102.94,0.0,172.65,0.0,474.18,723.01,482.9433333333334,136.5859217977217,581.23,366.3085714285714,233.83999831997457,581.23,392.7728571428571,195.86263924686412,581.23,1.876389055871391,2.982430893547985,0.3470610012419987,0.3470610012419987,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,12.391071428571424
2023-09-23,Brown's Bar,Beer,Heineken,190.78,0.0,1092.49,901.710000000001,270.26,5,23,9,38,1,0,581.23,0.0,326.98,1256.12,540.62,0.0,566.54,0.0,519.54,0.0,366.33,198.17698529344926,581.23,312.62857142857143,223.09703661774415,581.23,369.29,199.1750750161583,581.23,4.701793721973099,2.884285322610129,0.17446890232192339,0.17446890232192339,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,22.188928571428562
2023-09-28,Brown's Bar,Beer,Heineken,270.26,1517.82,901.710000000001,2149.27,148.2,3,28,9,39,0,0,190.78,0.0,581.23,0.0,326.98,1256.12,445.85,0.0,514.88,1278.08,347.42333333333335,206.34542794385663,581.23,287.5442857142857,215.3587408532674,581.23,351.81714285714287,196.1270230244663,581.23,7.923283934232839,7.474570376737,0.2993874001617349,0.2993874001617349,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,36.68107142857144
2023-10-03,Brown's Bar,Beer,Heineken,148.2,0.0,2149.27,2001.07,401.17,1,3,10,40,0,0,270.26,1517.82,190.78,0.0,581.23,0.0,0.0,0.0,455.44,0.0,203.08,61.95263029121482,270.26,308.7157142857142,187.91568657753075,581.23,329.87142857142857,200.77449312626808,581.23,13.411997319034853,6.481918177148649,0.06892157729029377,0.06892157729029377,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-19.326428571428607
2023-10-07,Brown's Bar,Beer,Heineken,401.17,0.0,2001.07,1599.9,526.57,5,7,10,40,1,0,148.2,0.0,270.26,1517.82,190.78,0.0,102.94,0.0,496.14,510.94,273.21,126.51079835334204,401.17,351.32,166.01812441216572,581.23,323.08785714285716,196.27868234020926,581.23,3.9781684362334335,4.5539678925196405,0.2003776091745044,0.2003776091745044,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-38.81714285714286
2023-10-13,Brown's Bar,Beer,Heineken,526.57,0.0,1599.9,1073.33,243.37,4,13,10,41,0,0,401.17,0.0,148.2,0.0,270.26,1517.82,540.62,0.0,577.25,0.0,358.6466666666667,192.73593238764101,526.57,349.3128571428571,163.41255456811203,581.23,319.46785714285716,191.6431581462946,581.23,2.0344788369315916,3.072689647839227,0.3289212318071085,0.3289212318071085,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,7.002500000000011
2023-10-24,Brown's Bar,Beer,Heineken,243.37,530.89,1073.33,1360.85,196.56,1,24,10,43,0,0,526.57,0.0,401.17,0.0,148.2,0.0,326.98,1256.12,198.76,0.0,390.37000000000006,141.90856210955,526.57,337.36857142857144,168.29955866733297,581.23,322.6542857142857,189.84419752540742,581.23,5.568809592012112,4.033718950871873,0.22653188498878374,0.22653188498878374,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-7.538928571428578
2023-10-28,Brown's Bar,Beer,Heineken,196.56,0.0,1360.85,1164.29,538.12,5,28,10,43,1,0,243.37,530.89,526.57,0.0,401.17,0.0,581.23,0.0,172.65,0.0,322.1666666666667,178.55905475033558,526.57,282.4157142857143,134.88784882970296,526.57,324.3621428571429,188.49368478213594,581.23,5.893348856043733,4.1226105386689325,0.1443330763299923,0.1443330763299923,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,12.2117857142857
2023-11-13,Brown's Bar,Beer,Heineken,538.12,0.0,1164.29,626.170000000001,307.51,0,13,11,46,0,0,196.56,0.0,243.37,530.89,526.57,0.0,190.78,0.0,566.54,0.0,326.0166666666667,185.17197961174722,538.12,332.0357142857143,157.54415115104962,538.12,322.33214285714286,185.8189594606937,581.23,1.1614668348419666,1.8858513498978196,0.4617906272258408,0.4617906272258408,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,26.517857142857142
2023-11-22,Brown's Bar,Beer,Heineken,307.51,1027.66,626.170000000001,1346.32,341.2,2,22,11,47,0,0,538.12,0.0,196.56,0.0,243.37,530.89,270.26,1517.82,445.85,0.0,347.3966666666667,174.23839425721684,538.12,337.35714285714283,155.72839922059666,538.12,312.45071428571424,182.3920022059117,581.23,4.363942821950666,3.9907855176794413,0.49031363107291404,0.49031363107291404,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,15.06499999999999
2023-11-26,Brown's Bar,Beer,Heineken,341.2,0.0,1346.32,1005.12,511.13,6,26,11,47,1,0,307.51,1027.66,538.12,0.0,196.56,0.0,148.2,0.0,0.0,0.0,395.61000000000007,124.56154743740143,538.12,364.92857142857144,131.92236548169424,538.12,336.82214285714286,158.6855849290845,581.23,2.937229690239626,2.7542924251321197,0.25324347593741653,0.25324347593741653,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,-11.545714285714304
2023-12-13,Brown's Bar,Beer,Heineken,511.13,1346.29,1005.12,1840.28,575.55,2,13,12,50,0,1,341.2,0.0,307.51,1027.66,538.12,0.0,401.17,0.0,102.94,0.0,386.6133333333333,109.14235764969226,511.13,380.63714285714286,143.03563958145597,538.12,365.97857142857146,149.6497199800583,581.23,3.5933844922187728,4.834735743828017,0.5080209120184471,0.5080209120184471,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,9.296071428571414
2023-12-17,Brown's Bar,Beer,Heineken,575.55,0.0,1840.28,1264.73,111.63,6,17,12,50,1,1,511.13,1346.29,341.2,0.0,307.51,1027.66,526.57,0.0,540.62,0.0,475.96,121.06889484917266,575.55,387.63428571428574,152.26460968296192,575.55,368.47357142857135,153.0381821943159,581.23,2.1936172057930796,3.2626886903708945,0.3125814650677789,0.3125814650677789,True,False,False,False,False,False,True,False,False,False,False,307.44464285714287,346.8892857142857,51.02714285714284
2023-01-05,Brown's Bar,Beer,Miller,135.16,1733.4,562.38,2160.62,442.45,3,5,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.16,0.0,135.16,135.16,0.0,135.16,135.16,0.0,135.16,15.868243243243242,5.805376108827245,0.23990911995455996,0.23990911995455996,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,0.0
2023-02-01,Brown's Bar,Beer,Miller,442.45,517.63,2160.62,2235.8,450.46,2,1,2,5,0,0,135.16,1733.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.805,217.2868427908142,442.45,288.805,217.2868427908142,442.45,288.805,217.2868427908142,442.45,5.041831097079716,5.489281405202167,0.20468444962574367,0.20468444962574367,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,307.2899999999999
2023-02-12,Brown's Bar,Beer,Miller,450.46,0.0,2235.8,1785.34,456.92,6,12,2,6,1,0,442.45,517.63,135.16,1733.4,0.0,0.0,0.0,0.0,0.0,0.0,342.69,179.7708699984511,450.46,342.69,179.7708699984511,450.46,342.69,179.7708699984511,450.46,3.9545917689274797,4.522366887886924,0.20138590844062945,0.20138590844062945,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,157.65
2023-02-13,Brown's Bar,Beer,Miller,456.92,0.0,1785.34,1328.42,430.78,0,13,2,7,0,0,450.46,0.0,442.45,517.63,135.16,1733.4,0.0,0.0,0.0,0.0,449.9433333333333,7.248822892948844,456.92,371.2475,157.50291116357184,456.92,371.2475,157.50291116357184,456.92,2.9009870719776383,3.1923635452320225,0.25578557273531355,0.25578557273531355,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,97.32900000000006
2023-02-25,Brown's Bar,Beer,Miller,430.78,0.0,1328.42,897.64,215.66,5,25,2,8,1,0,456.92,0.0,450.46,0.0,442.45,517.63,0.0,0.0,0.0,0.0,446.0533333333333,13.61576047576263,456.92,383.154,138.97553374605187,456.92,383.154,138.97553374605187,456.92,2.078929084255871,2.0927842262152576,0.32403604579440654,0.32403604579440654,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,60.57099999999995
2023-02-28,Brown's Bar,Beer,Miller,215.66,0.0,897.64,681.98,219.34,1,28,2,9,0,0,430.78,0.0,456.92,0.0,450.46,0.0,0.0,0.0,0.0,0.0,367.78666666666663,132.39228426661936,456.92,355.2383333333333,141.86989059228412,456.92,355.2383333333333,141.86989059228412,456.92,3.1476968522108373,1.7635372259861548,0.2399848660197632,0.2399848660197632,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,10.684285714285702
2023-03-03,Brown's Bar,Beer,Miller,219.34,0.0,681.98,462.64,370.54,4,3,3,9,0,0,215.66,0.0,430.78,0.0,456.92,0.0,0.0,0.0,0.0,0.0,288.5933333333333,123.15101190543807,430.78,335.82428571428574,139.32297583398832,456.92,335.82428571428574,139.32297583398832,456.92,2.099664155396206,1.377625203656674,0.3211514246390817,0.3211514246390817,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-7.8828571428571195
2023-03-10,Brown's Bar,Beer,Miller,370.54,0.0,462.64,92.1000000000005,92.1,4,10,3,10,0,0,219.34,0.0,215.66,0.0,430.78,0.0,135.16,1733.4,0.0,0.0,268.5133333333333,88.37684161211779,370.54,369.45,107.61780692184107,456.92,340.16375,129.5706551805947,456.92,0.24788717230984686,0.2492894843686575,0.7991976533517385,0.7991976533517385,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-32.82964285714285
2023-03-11,Brown's Bar,Beer,Miller,92.1,0.0,92.1000000000005,5.40012479177676e-13,0.0,5,11,3,10,1,0,370.54,0.0,219.34,0.0,215.66,0.0,442.45,517.63,0.0,0.0,227.32666666666668,139.39170898347348,370.54,319.4,143.49713074947994,456.92,312.6011111111111,146.72176699832616,456.92,5.800348863347756e-15,1.690709076949518e-15,0.9892588614393071,0.9892588614393071,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-52.11714285714287
2023-03-18,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,0.0,5,18,3,11,1,0,92.1,0.0,370.54,0.0,219.34,0.0,450.46,0.0,0.0,0.0,154.21333333333334,192.92102667499302,370.54,255.04857142857142,172.91638204910603,456.92,281.341,170.02147723482207,456.92,5.40012479177676e-13,2.1172927029270235e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-67.61571428571429
2023-03-24,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,0.0,4,24,3,12,0,0,0.0,0.0,92.1,0.0,370.54,0.0,456.92,0.0,0.0,0.0,30.699999999999978,53.173959792364826,92.1,189.7742857142857,170.23171687018683,430.78,255.76454545454544,182.24235991468265,456.92,5.40012479177676e-13,2.8455513724904264e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-66.10357142857143
2023-03-26,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,0.0,6,26,3,12,1,0,0.0,0.0,0.0,0.0,92.1,0.0,430.78,0.0,0.0,0.0,0.0,0.0,0.0,128.2342857142857,144.50683292462264,370.54,234.45083333333332,188.79690586150716,456.92,5.40012479177676e-13,4.211139604121622e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-52.00714285714287
2023-03-30,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,0.0,3,30,3,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,215.66,0.0,0.0,0.0,0.0,0.0,0.0,97.42571428571429,145.74518206526807,370.54,216.41615384615383,192.0993527465437,456.92,5.40012479177676e-13,5.542812625361055e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-53.25714285714285
2023-04-01,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,0.0,5,1,4,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,219.34,0.0,0.0,0.0,0.0,0.0,0.0,66.09142857142857,138.56753051954763,370.54,200.95785714285714,193.41395670659628,456.92,5.40012479177676e-13,8.170688557504177e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-46.27928571428573
2023-04-06,Brown's Bar,Beer,Miller,0.0,0.0,5.40012479177676e-13,5.40012479177676e-13,267.79,3,6,4,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,370.54,0.0,135.16,1733.4,0.0,0.0,0.0,13.157142857142848,34.810527964150644,92.1,191.30357142857142,200.20495104948148,456.92,5.40012479177676e-13,4.104329374857473e-14,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-9.867857142857144
2023-04-09,Brown's Bar,Beer,Miller,267.79,558.48,5.40012479177676e-13,290.69,0.0,6,9,4,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,92.1,0.0,442.45,517.63,89.26333333333332,154.60862858628997,267.79,38.255714285714284,101.21510622714123,267.79,178.8278571428571,188.44769289273194,456.92,1.081476245396034,7.598603383248067,267.7899999998554,267.7899999998554,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,28.691785714285714
2023-04-14,Brown's Bar,Beer,Miller,0.0,0.0,290.69,290.69,173.76,4,14,4,15,0,0,267.79,558.48,0.0,0.0,0.0,0.0,0.0,0.0,450.46,0.0,89.26333333333332,154.60862858628997,267.79,38.255714285714284,101.21510622714123,267.79,146.65214285714282,176.58391721255896,456.92,290.69,7.598603383248067,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,19.127857142857145
2023-04-18,Brown's Bar,Beer,Miller,173.76,0.0,290.69,116.93,116.93,1,18,4,16,0,0,0.0,0.0,267.79,558.48,0.0,0.0,0.0,0.0,456.92,0.0,147.1833333333333,135.85878857598192,267.79,63.07857142857142,111.09431315006977,267.79,126.42642857142856,152.9469533786215,430.78,0.6690890363927673,1.8537198505265542,0.595700915355343,0.595700915355343,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,28.181071428571425
2023-04-28,Brown's Bar,Beer,Miller,116.93,0.0,116.93,5.6843418860808e-13,0.0,4,28,4,17,0,0,173.76,0.0,0.0,0.0,267.79,558.48,0.0,0.0,430.78,0.0,96.89666666666665,88.59534543830931,173.76,79.78285714285714,108.7960757126664,267.79,104.00857142857141,125.43133529834277,370.54,4.8200982668369374e-15,7.124766008194672e-15,0.9915203934537438,0.9915203934537438,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,24.939642857142857
2023-04-30,Brown's Bar,Beer,Miller,0.0,0.0,5.6843418860808e-13,5.6843418860808e-13,0.0,6,30,4,17,1,0,116.93,0.0,173.76,0.0,0.0,0.0,0.0,0.0,215.66,0.0,96.89666666666665,88.59534543830931,173.76,79.78285714285714,108.7960757126664,267.79,88.6042857142857,123.8978833689128,370.54,5.6843418860808e-13,7.124766008194672e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,4.993928571428575
2023-05-04,Brown's Bar,Beer,Miller,0.0,0.0,5.6843418860808e-13,5.6843418860808e-13,0.0,3,4,5,18,0,0,0.0,0.0,116.93,0.0,173.76,0.0,0.0,0.0,219.34,0.0,38.97666666666665,67.50956697634311,116.93,79.78285714285714,108.7960757126664,267.79,72.93714285714285,119.89783243235901,370.54,5.6843418860808e-13,7.124766008194672e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-14.951785714285714
2023-05-14,Brown's Bar,Beer,Miller,0.0,0.0,5.6843418860808e-13,5.6843418860808e-13,0.0,6,14,5,19,1,0,0.0,0.0,0.0,0.0,116.93,0.0,0.0,0.0,370.54,0.0,0.0,0.0,0.0,79.78285714285714,108.7960757126664,267.79,46.46999999999999,84.95546525635119,267.79,5.6843418860808e-13,7.124766008194672e-15,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-34.8975
2023-05-20,Brown's Bar,Beer,Miller,0.0,0.0,5.6843418860808e-13,5.6843418860808e-13,515.99,5,20,5,20,1,0,0.0,0.0,0.0,0.0,0.0,0.0,267.79,558.48,92.1,0.0,0.0,0.0,0.0,41.52714285714285,72.79381537701475,173.76,39.89142857142857,84.71585155975548,267.79,5.6843418860808e-13,1.3688256631657644e-14,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-16.5875
2023-05-26,Brown's Bar,Beer,Miller,515.99,1044.74,5.6843418860808e-13,528.75,415.68,4,26,5,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.99666666666667,297.90696539915507,515.99,115.24,190.24065434776742,515.99,76.74785714285714,151.7485411501831,515.99,1.0227470550687634,4.588250607427976,515.9899999997067,515.9899999997067,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,28.315357142857145
2023-05-29,Brown's Bar,Beer,Miller,415.68,0.0,528.75,113.07,514.76,0,29,5,22,0,0,515.99,1044.74,0.0,0.0,0.0,0.0,173.76,0.0,0.0,0.0,310.5566666666667,273.5865611343755,515.99,149.79999999999998,221.97142736547582,515.99,106.43928571428572,174.53271403573984,515.99,0.2713593165018719,0.7548064085447262,0.784672015101463,0.784672015101463,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,68.86535714285714
2023-06-11,Brown's Bar,Beer,Miller,514.76,1265.01,113.07,863.32,477.6,6,11,6,23,1,0,415.68,0.0,515.99,1044.74,0.0,0.0,116.93,0.0,0.0,0.0,482.1433333333334,57.562220538590694,515.99,206.63285714285712,259.8504174016458,515.99,143.20785714285714,202.3840944335062,515.99,1.6738793237164573,4.17803834267818,4.512667660208644,4.512667660208644,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,103.2725
2023-06-12,Brown's Bar,Beer,Miller,477.6,1662.47,863.32,2048.19,383.19,0,12,6,24,0,0,514.76,1265.01,415.68,0.0,515.99,1044.74,0.0,0.0,0.0,0.0,469.34666666666664,50.05296927589164,514.76,274.8614285714285,259.2532628164058,515.99,177.32214285714286,216.1708394615622,515.99,4.279544504805683,7.451718528297376,0.5525731210662718,0.5525731210662718,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,102.7857142857143
2023-06-23,Brown's Bar,Beer,Miller,383.19,1375.91,2048.19,3040.91,371.58,4,23,6,25,0,0,477.6,1662.47,514.76,1265.01,415.68,0.0,0.0,0.0,0.0,0.0,458.51666666666665,67.82917096156605,514.76,329.6028571428571,230.39221346176075,515.99,204.69285714285715,216.25093367263347,515.99,7.915120122855878,9.225981917632474,0.18699583737964756,0.18699583737964756,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,75.12642857142856
2023-07-05,Brown's Bar,Beer,Miller,371.58,0.0,3040.91,2669.33,444.71,2,5,7,27,0,0,383.19,1375.91,477.6,1662.47,514.76,1265.01,0.0,0.0,0.0,0.0,410.78999999999996,58.14963542448079,477.6,382.68571428571425,178.83089832363447,515.99,231.23428571428573,211.95571938548812,515.99,7.164447903805894,6.975253845005225,0.12215351539000167,0.12215351539000167,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,32.53785714285715
2023-07-07,Brown's Bar,Beer,Miller,444.71,0.0,2669.33,2224.62,421.37,4,7,7,27,0,0,371.58,0.0,383.19,1375.91,477.6,1662.47,0.0,0.0,267.79,558.48,399.82666666666665,39.301186156824386,444.71,446.2157142857142,59.20187352247729,515.99,243.8714285714286,219.44470966009231,515.99,4.991182607525072,4.985525898748523,0.16653746915175277,0.16653746915175277,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-15.486071428571433
2023-07-09,Brown's Bar,Beer,Miller,421.37,0.0,2224.62,1803.25,412.94,6,9,7,27,1,0,444.71,0.0,371.58,0.0,383.19,1375.91,515.99,1044.74,0.0,0.0,412.5533333333333,37.3537070895696,444.71,432.69857142857137,50.82492414441646,514.76,273.9692857142857,212.20053702767856,515.99,4.269360986812511,4.1674507822997855,0.18932701898796742,0.18932701898796742,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-8.180357142857135
2023-07-10,Brown's Bar,Beer,Miller,412.94,1924.32,1803.25,3314.63,268.63,0,10,7,28,0,0,421.37,0.0,444.71,0.0,371.58,0.0,415.68,0.0,173.76,0.0,426.34,16.457791467873985,444.71,432.3071428571428,50.988126629077385,514.76,291.05357142857144,213.1382039756272,515.99,8.007513166159347,7.66730333922641,0.2288707219066094,0.2288707219066094,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-12.728571428571442
2023-07-11,Brown's Bar,Beer,Miller,268.63,0.0,3314.63,3046.0,487.37,1,11,7,28,0,0,412.94,1924.32,421.37,0.0,444.71,0.0,514.76,1265.01,116.93,0.0,367.6466666666667,85.85447823691766,421.37,397.14571428571423,67.00271806853371,477.6,301.8892857142857,207.38345058459618,515.99,11.296962504172384,7.669728994755432,0.08101929346760646,0.08101929346760646,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-18.486428571428576
2023-07-18,Brown's Bar,Beer,Miller,487.37,852.4,3046.0,3411.03,268.79,1,18,7,29,0,0,268.63,0.0,412.94,1924.32,421.37,0.0,477.6,1662.47,0.0,0.0,389.6466666666667,111.21479862560273,487.37,398.5414285714285,69.02907465422835,487.37,336.70142857142855,193.23206513879165,515.99,6.984519933656859,8.55878399449421,0.15995077125041024,0.15995077125041024,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,2.673928571428596
2023-07-19,Brown's Bar,Beer,Miller,268.79,0.0,3411.03,3142.24,179.11,2,19,7,29,0,0,487.37,852.4,268.63,0.0,412.94,1924.32,383.19,1375.91,0.0,0.0,341.59666666666664,126.24343520885897,487.37,382.19857142857137,84.97080173576705,487.37,355.9007142857143,169.0438580079732,515.99,11.646984691797321,8.221485465670424,0.07877715025952292,0.07877715025952292,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-13.421071428571432
2023-07-25,Brown's Bar,Beer,Miller,179.11,0.0,3142.24,2963.13,480.08,1,25,7,30,0,0,268.79,0.0,487.37,852.4,268.63,0.0,371.58,0.0,0.0,0.0,311.75666666666666,158.55805792621632,487.37,354.7028571428571,114.86248048779687,487.37,368.69428571428574,145.12167805589303,515.99,16.451779468102824,8.353837417234546,0.056982603937338554,0.056982603937338554,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-36.697500000000005
2023-07-31,Brown's Bar,Beer,Miller,480.08,0.0,2963.13,2483.05,551.93,0,31,7,31,0,0,179.11,0.0,268.79,0.0,487.37,852.4,444.71,0.0,0.0,0.0,309.32666666666665,154.5255682187688,480.08,359.7557142857143,120.13864155731947,487.37,402.9857142857143,101.44820229777645,515.99,5.161407666084643,6.902044641403492,0.1619632067419445,0.1619632067419445,True,False,False,False,False,False,True,False,False,False,False,299.81529411764706,272.4146666666667,-10.406071428571419
